tax_group,tax_gs,tax_eco_food,tax_lh_amd,tax_lh_licm,tax_lh_ri#/d,test_exposure_type,test_media_type,result_effect,media_ph_mean,media_temperature_mean,result_conc1_mean_binary,result_conc1_type,result_obs_duration_mean,result_conc1_mean,result_conc1_mean_log,chem_name
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.5,27,0,F,48,37.6,1.57518784492766,Phenol
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.5,27,0,F,48,34.5,1.53781909507327,Phenol
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.8,20,0,F,24,4418,3.64522571153542,Bentazone
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.8,20,0,F,96,3874,3.58815961638309,Bentazone
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,24,171.1,2.2332500095411,Rhodamine B
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,48,63.5,1.80277372529198,Rhodamine B
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,72,63.9,1.8055008581584,Rhodamine B
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,96,58.3,1.76566855475901,Rhodamine B
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,7.86,18.3,0,A,96,15200,4.18184358794477,2-(2-Ethoxyethoxy)ethanol
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,7.83,19.9,0,A,96,12900,4.11058971029925,2-(2-Ethoxyethoxy)ethanol
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,8.02,17.4,0,A,96,9910,3.99607365448528,"2-Methyl-1,3-pentanediol"
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,7.95,18.7,0,A,96,8510,3.92992956008459,"2-Methyl-1,3-pentanediol"
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,7.96,17.2,0,A,96,1800,3.25527250510331,2-Methyl-1-propanol
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,7.98,18.5,0,A,96,286,2.45636603312904,"2,2,2-Trichloroethanol"
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,7.81,19.4,0,A,96,204,2.3096301674259,"2,4-Pentanedione"
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,7.91,18.7,0,A,96,151,2.17897694729317,"2,4-Pentanedione"
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,8.06,15.5,0,A,96,15.5,1.19033169817029,2-Chloroethanol
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,7.92,18.9,0,A,96,1.38,0.139879086401236,Hexachloroethane
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,8.05,17.6,1,A,96,0.288,-0.540607512240769,Pentachlorophenol
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,8.02,18.6,1,A,96,0.278,-0.555955204081924,Pentachlorophenol
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,8.02,19.1,1,A,96,0.00802,-2.09582563171584,Permethrin
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,8,17.9,1,A,96,0.00462,-2.33535802444387,Permethrin
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,8.09,18.7,1,A,96,0.00069,-3.16115090926275,Endrin
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,1,F,48,0.0019,-2.72124639904717,Endrin
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,1,F,24,0.02274,-1.64320953964828,"p,p'-DDT"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,1,F,96,0.0098699999999999,-2.00568284733036,"p,p'-DDT"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,1,F,24,0.05858,-1.23225063265442,"p,p'-DDT"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,1,F,96,0.02769,-1.55767704425443,"p,p'-DDT"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,24,1.129,0.0526939419249678,Lindane
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,1,F,96,0.6181,-0.208941256408175,Lindane
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,1,F,24,0.01091,-1.96217524941166,Endrin
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,1,F,96,0.0052699999999999,-2.27818938478745,Endrin
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,F,48,0.0025,-2.60205999132796,Cypermethrin
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,A,48,0.65,-0.187086643357144,Allethrin
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,F,48,0.0018,-2.74472749489669,Deltamethrin
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,F,48,0.0038,-2.42021640338319,Fenvalerate
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,F,48,0.0021,-2.67778070526608,Flucythrinate
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,F,48,0.012,-1.92081875395238,Permethrin
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,0,F,48,130,2.11394335230684,Fthalide
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,0,F,48,360,2.55630250076729,"2,4-Dichlorophenoxyacetic acid"
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,0,F,48,600,2.77815125038364,Bentazone
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,F,48,0.5,-0.301029995663981,Thiobencarb
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,F,48,0.9,-0.0457574905606751,Butachlor
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,0,F,48,6.2,0.792391689498254,Glyphosate
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,0,F,48,5.1,0.707570176097936,Paraquat
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,0,A,48,5.4,0.732393759822969,Ethoprop
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,A,48,0.031,-1.50863830616573,Fonofos
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,A,48,0.34,-0.468521082957745,Phosmet
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,0,A,48,2.6,0.414973347970818,Fenobucarb
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,0,A,48,1.5,0.176091259055681,Carbofuran
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,0,A,48,12,1.07918124604762,Isoprocarb
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,A,48,0.099,-1.00436480540245,Carbophenothion
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,F,48,0.14,-0.853871964321762,Tetramethrin
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,F,48,0.0013,-2.88605664769316,Fenpropathrin
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,0,F,48,1.4,0.146128035678238,"2,7,8,9-Tricyclazole"
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,,,0,A,96,15.1,1.17897694729317,Phenol
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,,,0,A,96,15.4,1.18752072083646,Phenol
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.2,29.5,1,F,24,0.23,-0.638272163982407,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,48,0.17,-0.769551078621726,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,72,0.14,-0.853871964321762,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,96,0.11,-0.958607314841775,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.2,29.5,1,F,24,0.2,-0.698970004336019,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,48,0.16,-0.795880017344075,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,72,0.14,-0.853871964321762,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,96,0.12,-0.920818753952375,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.2,29.5,1,F,24,0.24,-0.619788758288394,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,48,0.2,-0.698970004336019,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,72,0.16,-0.795880017344075,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,96,0.13,-0.886056647693163,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.2,29.5,1,F,24,0.25,-0.602059991327962,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,48,0.2,-0.698970004336019,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,72,0.16,-0.795880017344075,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,96,0.14,-0.853871964321762,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.2,29.5,1,F,24,0.3,-0.522878745280338,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,48,0.23,-0.638272163982407,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,72,0.19,-0.721246399047171,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,96,0.16,-0.795880017344075,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.2,29.5,1,F,24,0.45,-0.346787486224656,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,48,0.39,-0.408935392973501,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,72,0.32,-0.494850021680094,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,96,0.3,-0.522878745280338,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.2,29.5,1,F,24,0.5,-0.301029995663981,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,48,0.43,-0.366531544420413,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,72,0.4,-0.397940008672038,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.2,29.5,1,F,96,0.34,-0.468521082957745,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,27,0,F,24,1.4,0.146128035678238,"p,p'-DDT"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,1,T,96,0.792,-0.101274818410506,Sodium cyanide
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.6,30,0,F,24,44.81,1.65137494391304,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.6,30,0,F,48,13.23,1.1215598441875,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.6,30,0,F,72,5.09,0.706717782336759,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.6,30,0,F,96,3,0.477121254719662,Phosphamidon
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,1,A,24,0.93,-0.0315170514460648,Dodine
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,A,24,2.99,0.47567118832443,Dodine
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,8,22,1,T,96,0.263,-0.580044251510242,Lindane
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,8,22,0,A,96,2.041,0.309843004716071,Parathion
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.3,24,0,A,96,2.99600627441406,0.476542718553648,"1,4-Dibromobenzene"
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.3,24,0,A,96,2.19542402954102,0.341518413373009,"1,2,3-Trichlorobenzene"
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.3,24,1,A,96,0.598123803710938,-0.223208913497277,"1,2,4-Tribromobenzene"
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.3,24,1,A,96,0.200256005859375,-0.698414450162714,Pentachlorobenzene
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.65,20.4444444444444,0,F,96,1.5,0.176091259055681,Thiobencarb
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,6,,1,A,96,0.7,-0.154901959985743,Malathion
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,8,25,1,F,96,0.3,-0.522878745280338,Malathion
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,7.4,,0,F,96,10.5,1.02118929906994,"4-Androstene-3,17-dione"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,25,1,F,24,0.11,-0.958607314841775,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,25,1,F,48,0.45,-0.346787486224656,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,25,1,F,48,0.039,-1.4089353929735,Temephos
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,25,1,F,48,0.014,-1.85387196432176,Temephos
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,25,0,F,48,1.23,0.0899051114393979,Malathion
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,25,0,F,24,193.1,2.2857822737794,Permethrin
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,25,0,F,48,25119,4.40000234592796,Permethrin
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,25,1,F,48,0.0027,-2.56863623584101,Permethrin
fish,Gambusia_affinis,C,1095,5.5,1.228,R,SW,MOR,,23,1,A,48,0.52,-0.283996656365201,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,R,SW,MOR,,23,1,A,72,0.54,-0.267606240177031,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,R,SW,MOR,,23,1,A,96,0.52,-0.283996656365201,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,27,1,A,24,0.42,-0.3767507096021,Molinate
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,27,1,A,24,0.14,-0.853871964321762,Parathion
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,27,1,A,24,0.157,-0.804100347590766,Parathion
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,27,1,A,24,0.085,-1.07058107428571,Parathion
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,27,1,A,24,0.145,-0.838631997765025,Parathion
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,27,1,A,24,0.2,-0.698970004336019,Parathion
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,27,1,A,24,0.146,-0.835647144215563,Parathion
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,27,1,A,24,0.2,-0.698970004336019,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,27,1,A,24,0.22,-0.657577319177794,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,27,1,A,24,0.19,-0.721246399047171,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,27,1,A,24,0.2,-0.698970004336019,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,27,1,A,24,0.2,-0.698970004336019,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,27,1,A,24,0.2,-0.698970004336019,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,,,0,A,48,13.48,1.1296898921993,Methyl parathion
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,27,1,A,24,0.2,-0.698970004336019,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,F,FW,MOR,,,1,A,48,0.15,-0.823908740944319,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,1,A,72,0.0026,-2.58502665202918,Fenvalerate
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,1,A,24,0.34375,-0.463757293161681,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.1,26,1,A,96,0.64,-0.193820026016113,Profenofos
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,1,A,24,0.037,-1.43179827593301,Endosulfan
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.1,26,1,A,96,0.29763,-0.526323295646972,Chlorpyrifos
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,1,F,24,0.00032,-3.49485002168009,Deltamethrin
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,6,,0,F,96,7,0.845098040014257,Methyl red
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,8.6,,0,F,96,55,1.74036268949424,Methyl red
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.4,,1,T,24,0.9,-0.0457574905606751,Sodium cyanide
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.4,,1,T,48,0.7,-0.154901959985743,Sodium cyanide
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.4,,1,T,96,0.5,-0.301029995663981,Sodium cyanide
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,7.4,,1,T,72,0.6,-0.221848749616356,Sodium cyanide
fish,Gambusia_affinis,C,1095,5.5,1.228,R,FW,MOR,8.3,20,0,A,96,1.107,0.0441476208787228,lambda-Cyhalothrin
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,A,24,0.01091,-1.96217524941166,Endrin
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,A,96,0.0052699999999999,-2.27818938478745,Endrin
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,A,96,0.0098699999999999,-2.00568284733036,"p,p'-DDT"
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,A,24,0.02274,-1.64320953964828,"p,p'-DDT"
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,F,24,0.05858,-1.23225063265442,"p,p'-DDT"
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,F,96,0.02769,-1.55767704425443,"p,p'-DDT"
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,1,A,96,0.6181,-0.208941256408175,Lindane
fish,Gambusia_affinis,C,1095,5.5,1.228,NR,FW,MOR,,25,0,A,24,1.129,0.0526939419249678,Lindane
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,24,26300,4.41995574848976,Acetamide
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,96,13300,4.12385164096709,Acetamide
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,48,26300,4.41995574848976,Acetamide
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,24,251,2.39967372148104,Acetic acid
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,96,251,2.39967372148104,Acetic acid
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,48,251,2.39967372148104,Acetic acid
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.2,,0,F,24,13500,4.13033376849501,Acetone
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.2,,0,F,96,13000,4.11394335230684,Acetone
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.2,,0,F,48,13000,4.11394335230684,Acetone
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,24,425,2.62838893005031,"Benzenesulfonic acid, 4-amino-3-methyl-"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,48,410,2.61278385671974,"Benzenesulfonic acid, 4-amino-3-methyl-"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,96,375,2.57403126772772,"Benzenesulfonic acid, 4-amino-3-methyl-"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8,,0,T,48,238,2.37657695705651,Ammonium acetate
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8,,0,T,96,238,2.37657695705651,Ammonium acetate
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8,,0,T,24,238,2.37657695705651,Ammonium acetate
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.2,,0,T,24,238,2.37657695705651,Ammonium carbonate
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.2,,0,T,96,238,2.37657695705651,Ammonium carbonate
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.2,,0,T,48,238,2.37657695705651,Ammonium carbonate
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.6,,0,T,24,910,2.95904139232109,"Thiocyanic acid, ammonium salt"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.6,,0,T,96,114,2.05690485133647,"Thiocyanic acid, ammonium salt"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.6,,0,T,48,420,2.6232492903979,"Thiocyanic acid, ammonium salt"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.4,,0,F,24,65,1.81291335664286,Pentyl acetate
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.4,,0,F,96,65,1.81291335664286,Pentyl acetate
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.4,,0,F,48,65,1.81291335664286,Pentyl acetate
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.2,,0,F,48,395,2.59659709562646,Benzene
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.2,,0,F,24,395,2.59659709562646,Benzene
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.2,,0,F,96,386,2.58658730467176,Benzene
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,48,225,2.35218251811136,Benzoic acid
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,96,180,2.25527250510331,Benzoic acid
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,24,240,2.38021124171161,Benzoic acid
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.4,,0,F,96,5600,3.7481880270062,Methyl ethyl ketone
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.4,,0,F,24,5600,3.7481880270062,Methyl ethyl ketone
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.4,,0,F,48,5600,3.7481880270062,Methyl ethyl ketone
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.7,,0,F,24,162,2.20951501454263,Carbon disulfide
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.7,,0,F,48,135,2.13033376849501,Carbon disulfide
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.7,,0,F,96,135,2.13033376849501,Carbon disulfide
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.7,,0,F,24,15500,4.19033169817029,Cyclohexane
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.7,,0,F,48,15500,4.19033169817029,Cyclohexane
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,7.7,,0,F,96,15500,4.19033169817029,Cyclohexane
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,24,1800,3.25527250510331,Diethanolamine
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,48,1550,3.19033169817029,Diethanolamine
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,96,1400,3.14612803567824,Diethanolamine
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.1,,0,F,96,24,1.38021124171161,Furfural
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.1,,0,F,24,44,1.64345267648619,Furfural
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.1,,0,F,48,24,1.38021124171161,Furfural
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,96,4924,3.69231804425928,Heptane
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,48,4924,3.69231804425928,Heptane
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,24,4924,3.69231804425928,Heptane
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,96,230,2.36172783601759,"2,5-Furandione"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,24,240,2.38021124171161,"2,5-Furandione"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,,,0,F,48,240,2.38021124171161,"2,5-Furandione"
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.3,,0,F,24,220,2.34242268082221,Naphthalene
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.3,,0,F,96,150,2.17609125905568,Naphthalene
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.3,,0,F,48,165,2.21748394421391,Naphthalene
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.2,,0,F,48,56,1.7481880270062,Phenol
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.2,,0,F,96,56,1.7481880270062,Phenol
fish,Gambusia_affinis,C,1095,5.5,1.228,S,FW,MOR,8.2,,0,F,24,61,1.78532983501077,Phenol
